id|conexion|vel_conexion|TV
13541|ADSL|25MB|tv-futbol
13542|ADSL|15MB|tv-familiar
13543|ADSL|35MB|tv-futbol
13544|ADSL|30MB|tv-total
13545|ADSL|25MB|tv-familiar
13546|ADSL|25MB|tv-futbol
13547|ADSL|30MB|tv-familiar
13548|ADSL|15MB|tv-futbol
13549|ADSL|20MB|tv-familiar
13550|ADSL|600MB|tv-futbol
13551|ADSL|10MB|tv-futbol
13552|ADSL|25MB|tv-familiar
13553|ADSL|30MB|tv-futbol
13554|ADSL|20MB|tv-familiar
13555|FIBRA|600MB|tv-futbol
13556|ADSL|15MB|tv-familiar
13557|FIBRA|300MB|tv-familiar
13558|FIBRA|600MB|tv-familiar
13559|FIBRA|100MB|tv-familiar
13560|ADSL|15MB|tv-familiar
13561|ADSL|20MB|tv-familiar
13562|ADSL|35MB|tv-familiar
13563|ADSL|30MB|tv-total
13564|ADSL|25MB|tv-futbol
13565|ADSL|15MB|tv-familiar
13566|FIBRA|100MB|tv-futbol
13567|FIBRA|50MB|tv-futbol
13568|ADSL|300MB|tv-futbol
13569|ADSL|10MB|tv-futbol
13570|ADSL|15MB|tv-total
13571|ADSL|10MB|tv-futbol
13572|FIBRA|600MB|tv-futbol
13574|ADSL|25MB|tv-familiar
13575|FIBRA|200MB|tv-familiar
13576|ADSL|20MB|tv-futbol
13577|ADSL|200MB|tv-futbol
13578|FIBRA|200MB|tv-futbol
13579|FIBRA|100MB|tv-futbol
13580|ADSL|35MB|tv-futbol
13581|FIBRA|50MB|tv-total
13582|ADSL|20MB|tv-futbol
13583|FIBRA|200MB|tv-futbol
13584|FIBRA|300MB|tv-futbol
13585|ADSL|10MB|tv-futbol
13586|FIBRA|200MB|tv-futbol
13587|ADSL|20MB|tv-futbol
13588|ADSL|25MB|tv-futbol
13589|FIBRA|50MB|tv-futbol
13590|ADSL|25MB|tv-total
13591|ADSL|25MB|tv-futbol
13592|FIBRA|200MB|tv-futbol
13593|ADSL|20MB|tv-futbol
13594|ADSL|20MB|tv-familiar
13595|ADSL|35MB|tv-futbol
13596|ADSL|35MB|tv-familiar
13597|ADSL|15MB|tv-futbol
13598|FIBRA|300MB|tv-familiar
13599|FIBRA|300MB|tv-futbol
13601|ADSL|10MB|tv-futbol
13602|FIBRA|50MB|tv-futbol
13603|ADSL|10MB|tv-familiar
13604|FIBRA|200MB|tv-familiar
13605|FIBRA|200MB|tv-futbol
13606|FIBRA|300MB|tv-futbol
13607|ADSL|15MB|tv-futbol
13608|ADSL|35MB|tv-familiar
13609|ADSL|35MB|tv-futbol
13610|ADSL|15MB|tv-futbol
13611|ADSL|15MB|tv-total
13612|ADSL|30MB|tv-familiar
13613|ADSL|35MB|tv-futbol
13614|ADSL|10MB|tv-futbol
13615|FIBRA|600MB|tv-familiar
13616|FIBRA|300MB|tv-familiar
13617|ADSL|20MB|tv-total
13618|FIBRA|600MB|tv-familiar
13619|FIBRA|600MB|tv-futbol
13620|FIBRA|600MB|tv-familiar
13621|FIBRA|200MB|tv-futbol
13623|ADSL|25MB|tv-familiar
13624|ADSL|25MB|tv-futbol
13625|ADSL|30MB|tv-familiar
13626|FIBRA|200MB|tv-total
13627|ADSL|25MB|tv-total
13628|ADSL|20MB|tv-futbol
13629|ADSL|25MB|tv-futbol
13630|FIBRA|600MB|tv-futbol
13631|ADSL|10MB|tv-futbol
13632|FIBRA|100MB|tv-futbol
13633|FIBRA|100MB|tv-familiar
13634|FIBRA|300MB|tv-futbol
13635|ADSL|30MB|tv-futbol
13636|ADSL|30MB|tv-futbol
13637|ADSL|10MB|tv-familiar
13638|ADSL|35MB|tv-total
13639|FIBRA|50MB|tv-futbol
13640|ADSL|200MB|tv-futbol
13641|FIBRA|50MB|tv-familiar
13642|ADSL|30MB|tv-futbol
13643|ADSL|10MB|tv-futbol
13644|ADSL|25MB|tv-futbol
13645|FIBRA|100MB|tv-total
13646|FIBRA|100MB|tv-futbol
13647|FIBRA|50MB|tv-futbol
13648|ADSL|15MB|tv-futbol
13649|ADSL|20MB|tv-total
13650|FIBRA|200MB|tv-total
13651|FIBRA|300MB|tv-futbol
13652|ADSL|10MB|tv-total
13653|FIBRA|200MB|tv-futbol
13654|FIBRA|100MB|tv-familiar
13655|FIBRA|50MB|tv-familiar
13656|ADSL|30MB|tv-futbol
13657|ADSL|30MB|tv-futbol
13659|FIBRA|50MB|tv-futbol
13660|FIBRA|200MB|tv-familiar
13661|FIBRA|600MB|tv-familiar
13662|ADSL|30MB|tv-futbol
13663|FIBRA|100MB|tv-total
13664|ADSL|30MB|tv-familiar
13665|ADSL|30MB|tv-familiar
13666|ADSL|35MB|tv-futbol
13667|FIBRA|50MB|tv-familiar
13668|ADSL|35MB|tv-futbol
13669|FIBRA|300MB|tv-futbol
13670|ADSL|10MB|tv-futbol
13671|FIBRA|300MB|tv-futbol
13672|FIBRA|100MB|tv-futbol
13673|FIBRA|50MB|tv-total
13674|ADSL|30MB|tv-familiar
13675|FIBRA|300MB|tv-futbol
13676|FIBRA|200MB|tv-futbol
13677|FIBRA|50MB|tv-familiar
13679|ADSL|20MB|tv-futbol
13680|ADSL|35MB|tv-futbol
13681|FIBRA|100MB|tv-futbol
13683|ADSL|10MB|tv-futbol
13684|ADSL|50MB|tv-futbol
13685|ADSL|35MB|tv-familiar
13687|ADSL|10MB|tv-futbol
13688|FIBRA|200MB|tv-futbol
13689|ADSL|25MB|tv-familiar
13690|FIBRA|100MB|tv-familiar
13691|FIBRA|200MB|tv-futbol
13692|FIBRA|100MB|tv-total
13693|ADSL|100MB|tv-futbol
13694|ADSL|10MB|tv-familiar
13695|FIBRA|600MB|tv-futbol
13696|FIBRA|50MB|tv-futbol
13697|ADSL|30MB|tv-futbol
13698|ADSL|35MB|tv-familiar
13699|ADSL|15MB|tv-familiar
13700|FIBRA|600MB|tv-familiar
13701|ADSL|35MB|tv-futbol
13702|ADSL|15MB|tv-familiar
13703|ADSL|30MB|tv-total
13704|FIBRA|50MB|tv-familiar
13705|ADSL|25MB|tv-familiar
13706|ADSL|20MB|tv-total
13708|ADSL|20MB|tv-familiar
13709|ADSL|25MB|tv-familiar
13710|ADSL|20MB|tv-familiar
13711|ADSL|35MB|tv-familiar
13712|ADSL|25MB|tv-futbol
13713|ADSL|35MB|tv-futbol
13714|ADSL|20MB|tv-familiar
13715|FIBRA|200MB|tv-futbol
13716|FIBRA|600MB|tv-familiar
13717|FIBRA|600MB|tv-familiar
13718|ADSL|35MB|tv-total
13719|ADSL|30MB|tv-familiar
13720|ADSL|35MB|tv-total
13721|FIBRA|100MB|tv-futbol
13722|FIBRA|300MB|tv-familiar
13723|ADSL|20MB|tv-futbol
13724|ADSL|25MB|tv-futbol
13725|FIBRA|600MB|tv-total
13726|ADSL|35MB|tv-familiar
13727|FIBRA|300MB|tv-futbol
13728|FIBRA|50MB|tv-familiar
13729|ADSL|15MB|tv-familiar
13730|ADSL|35MB|tv-familiar
13731|ADSL|30MB|tv-futbol
13732|ADSL|200MB|tv-futbol
13733|ADSL|15MB|tv-futbol
13734|ADSL|35MB|tv-familiar
13735|ADSL|30MB|tv-familiar
13736|FIBRA|50MB|tv-futbol
13737|ADSL|10MB|tv-futbol
13738|ADSL|20MB|tv-futbol
13739|ADSL|35MB|tv-familiar
13740|ADSL|10MB|tv-familiar
13741|FIBRA|600MB|tv-familiar
13742|FIBRA|300MB|tv-total
13743|FIBRA|100MB|tv-familiar
13744|FIBRA|300MB|tv-futbol
13745|FIBRA|300MB|tv-futbol
13747|ADSL|25MB|tv-familiar
13748|ADSL|300MB|tv-familiar
13749|FIBRA|200MB|tv-futbol
13750|FIBRA|600MB|tv-futbol
13751|FIBRA|600MB|tv-familiar
13752|FIBRA|200MB|tv-futbol
13753|FIBRA|300MB|tv-futbol
13754|ADSL|15MB|tv-futbol
13755|FIBRA|50MB|tv-futbol
13756|ADSL|35MB|tv-futbol
13757|FIBRA|100MB|tv-futbol
13758|FIBRA|100MB|tv-futbol
13759|FIBRA|300MB|tv-familiar
13760|ADSL|25MB|tv-familiar
13761|FIBRA|100MB|tv-total
13762|ADSL|10MB|tv-futbol
13763|FIBRA|50MB|tv-futbol
13764|FIBRA|300MB|tv-futbol
13765|ADSL|30MB|tv-futbol
13766|ADSL|20MB|tv-familiar
13767|ADSL|15MB|tv-futbol
13768|ADSL|25MB|tv-familiar
13769|ADSL|25MB|tv-futbol
13770|FIBRA|300MB|tv-familiar
13771|FIBRA|50MB|tv-familiar
13772|ADSL|15MB|tv-total
13773|FIBRA|300MB|tv-futbol
13775|ADSL|25MB|tv-familiar
13776|FIBRA|300MB|tv-familiar
13777|ADSL|15MB|tv-total
13778|ADSL|30MB|tv-futbol
13779|FIBRA|200MB|tv-total
13780|ADSL|10MB|tv-futbol
13781|ADSL|15MB|tv-total
13782|FIBRA|600MB|tv-total
13783|ADSL|30MB|tv-futbol
13784|ADSL|25MB|tv-familiar
13785|ADSL|10MB|tv-total
13786|FIBRA|50MB|tv-familiar
13787|ADSL|20MB|tv-familiar
13788|FIBRA|50MB|tv-futbol
13789|ADSL|35MB|tv-familiar
13790|FIBRA|600MB|tv-futbol
13791|FIBRA|50MB|tv-futbol
13792|ADSL|15MB|tv-familiar
13793|FIBRA|50MB|tv-familiar
13794|ADSL|15MB|tv-familiar
13795|FIBRA|200MB|tv-futbol
13796|ADSL|10MB|tv-futbol
13797|ADSL|300MB|tv-futbol
13798|FIBRA|100MB|tv-futbol
13799|FIBRA|600MB|tv-futbol
13800|ADSL|10MB|tv-familiar
13801|ADSL|10MB|tv-familiar
13802|FIBRA|50MB|tv-familiar
13803|ADSL|30MB|tv-familiar
13804|ADSL|600MB|tv-futbol
13805|FIBRA|300MB|tv-familiar
13806|FIBRA|600MB|tv-total
13807|ADSL|35MB|tv-familiar
13808|FIBRA|300MB|tv-futbol
13809|FIBRA|100MB|tv-total
13810|ADSL|30MB|tv-futbol
13812|ADSL|15MB|tv-familiar
13813|ADSL|20MB|tv-futbol
13814|FIBRA|50MB|tv-futbol
13815|FIBRA|300MB|tv-total
13816|FIBRA|300MB|tv-futbol
13817|ADSL|20MB|tv-familiar
13818|ADSL|20MB|tv-familiar
13819|FIBRA|200MB|tv-futbol
13820|FIBRA|50MB|tv-futbol
13821|FIBRA|300MB|tv-futbol
13822|FIBRA|300MB|tv-futbol
13823|ADSL|20MB|tv-futbol
13824|FIBRA|300MB|tv-total
13825|FIBRA|200MB|tv-familiar
13826|FIBRA|100MB|tv-familiar
13827|FIBRA|300MB|tv-futbol
13828|FIBRA|50MB|tv-familiar
13829|FIBRA|600MB|tv-total
13830|ADSL|15MB|tv-futbol
13831|FIBRA|600MB|tv-total
13832|ADSL|35MB|tv-futbol
13833|FIBRA|50MB|tv-familiar
13835|ADSL|20MB|tv-futbol
13836|ADSL|10MB|tv-futbol
13837|FIBRA|200MB|tv-futbol
13838|FIBRA|100MB|tv-futbol
13839|FIBRA|200MB|tv-futbol
13840|FIBRA|50MB|tv-total
13841|FIBRA|100MB|tv-futbol
13844|ADSL|25MB|tv-familiar
13845|ADSL|35MB|tv-futbol
13846|ADSL|30MB|tv-futbol
13848|FIBRA|600MB|tv-total
13849|FIBRA|600MB|tv-futbol
13850|FIBRA|50MB|tv-total
13851|FIBRA|200MB|tv-familiar
13852|FIBRA|50MB|tv-futbol
13853|FIBRA|100MB|tv-futbol
13854|FIBRA|200MB|tv-total
13855|ADSL|10MB|tv-futbol
13856|ADSL|30MB|tv-total
13857|FIBRA|300MB|tv-futbol
13858|FIBRA|600MB|tv-total
13859|FIBRA|50MB|tv-futbol
13860|ADSL|10MB|tv-familiar
13861|ADSL|20MB|tv-familiar
13862|ADSL|25MB|tv-total
13863|FIBRA|600MB|tv-futbol
13864|FIBRA|100MB|tv-futbol
13865|ADSL|15MB|tv-familiar
13867|FIBRA|100MB|tv-futbol
13868|FIBRA|50MB|tv-total
13869|ADSL|30MB|tv-familiar
13870|FIBRA|100MB|tv-futbol
13871|FIBRA|50MB|tv-familiar
13872|ADSL|20MB|tv-futbol
13873|ADSL|25MB|tv-futbol
13874|FIBRA|50MB|tv-total
13875|ADSL|15MB|tv-total
13876|FIBRA|100MB|tv-familiar
13877|ADSL|30MB|tv-familiar
13878|FIBRA|600MB|tv-futbol
13879|ADSL|25MB|tv-futbol
13880|ADSL|10MB|tv-familiar
13881|ADSL|15MB|tv-total
13882|ADSL|25MB|tv-total
13883|ADSL|30MB|tv-futbol
13884|FIBRA|200MB|tv-futbol
13885|FIBRA|200MB|tv-familiar
13886|ADSL|20MB|tv-familiar
13887|ADSL|20MB|tv-total
13888|ADSL|15MB|tv-familiar
13889|FIBRA|50MB|tv-familiar
13890|ADSL|20MB|tv-familiar
13891|ADSL|25MB|tv-familiar
13892|ADSL|200MB|tv-futbol
13893|FIBRA|50MB|tv-familiar
13894|ADSL|15MB|tv-familiar
13895|FIBRA|200MB|tv-familiar
13896|FIBRA|600MB|tv-futbol
13897|ADSL|10MB|tv-futbol
13898|FIBRA|50MB|tv-familiar
13899|FIBRA|200MB|tv-familiar
13900|ADSL|20MB|tv-total
13901|ADSL|10MB|tv-familiar
13902|FIBRA|200MB|tv-futbol
13903|FIBRA|300MB|tv-familiar
13904|ADSL|20MB|tv-familiar
13905|FIBRA|200MB|tv-total
13906|FIBRA|600MB|tv-futbol
13907|ADSL|20MB|tv-futbol
13908|ADSL|25MB|tv-futbol
13909|FIBRA|600MB|tv-futbol
13910|ADSL|10MB|tv-familiar
13911|ADSL|20MB|tv-futbol
13912|FIBRA|300MB|tv-futbol
13913|FIBRA|50MB|tv-futbol
13914|ADSL|10MB|tv-futbol
13915|FIBRA|50MB|tv-futbol
13916|FIBRA|50MB|tv-futbol
13917|FIBRA|50MB|tv-futbol
13918|FIBRA|100MB|tv-futbol
13920|ADSL|50MB|tv-futbol
13921|ADSL|10MB|tv-futbol
13922|FIBRA|600MB|tv-futbol
13923|ADSL|10MB|tv-familiar
13924|ADSL|10MB|tv-total
13925|FIBRA|50MB|tv-futbol
13926|FIBRA|200MB|tv-futbol
13927|FIBRA|300MB|tv-futbol
13928|ADSL|20MB|tv-familiar
13929|FIBRA|200MB|tv-familiar
13930|ADSL|15MB|tv-futbol
13931|FIBRA|200MB|tv-familiar
13932|FIBRA|200MB|tv-total
13933|ADSL|20MB|tv-familiar
13934|ADSL|15MB|tv-futbol
13935|FIBRA|100MB|tv-familiar
13936|ADSL|25MB|tv-familiar
13937|ADSL|15MB|tv-familiar
13938|ADSL|35MB|tv-total
13939|ADSL|300MB|tv-familiar
13940|ADSL|20MB|tv-futbol
13941|ADSL|15MB|tv-futbol
13942|FIBRA|600MB|tv-familiar
13944|ADSL|30MB|tv-futbol
13945|ADSL|15MB|tv-total
13946|FIBRA|50MB|tv-futbol
13947|ADSL|25MB|tv-futbol
13948|ADSL|10MB|tv-futbol
13949|ADSL|15MB|tv-total
13950|FIBRA|600MB|tv-familiar
13951|ADSL|15MB|tv-futbol
13952|FIBRA|100MB|tv-futbol
13953|ADSL|30MB|tv-futbol
13954|FIBRA|600MB|tv-total
13955|FIBRA|50MB|tv-familiar
13956|FIBRA|300MB|tv-futbol
13957|ADSL|35MB|tv-familiar
13958|FIBRA|50MB|tv-futbol
13959|ADSL|25MB|tv-futbol
13960|ADSL|10MB|tv-futbol
13962|FIBRA|300MB|tv-futbol
13963|ADSL|30MB|tv-futbol
13964|ADSL|10MB|tv-futbol
13965|ADSL|10MB|tv-familiar
13967|FIBRA|100MB|tv-futbol
13968|ADSL|100MB|tv-familiar
13969|ADSL|20MB|tv-familiar
13970|FIBRA|300MB|tv-familiar
13971|ADSL|10MB|tv-total
13972|ADSL|35MB|tv-familiar
13973|ADSL|35MB|tv-familiar
13974|FIBRA|300MB|tv-familiar
13975|FIBRA|300MB|tv-futbol
13976|ADSL|25MB|tv-familiar
13977|ADSL|25MB|tv-familiar
13978|FIBRA|50MB|tv-familiar
13979|FIBRA|200MB|tv-futbol
13980|ADSL|20MB|tv-familiar
13981|FIBRA|200MB|tv-futbol
13982|FIBRA|600MB|tv-familiar
13983|FIBRA|200MB|tv-futbol
13984|FIBRA|200MB|tv-familiar
13985|FIBRA|600MB|tv-familiar
13986|ADSL|20MB|tv-futbol
13987|FIBRA|600MB|tv-futbol
13988|ADSL|20MB|tv-familiar
13989|ADSL|20MB|tv-futbol
13990|FIBRA|50MB|tv-futbol
13991|ADSL|50MB|tv-familiar
13992|FIBRA|100MB|tv-futbol
13993|ADSL|10MB|tv-futbol
13994|ADSL|10MB|tv-familiar
13995|ADSL|25MB|tv-familiar
13996|ADSL|15MB|tv-futbol
13997|FIBRA|600MB|tv-familiar
13998|FIBRA|600MB|tv-total
13999|ADSL|35MB|tv-futbol
14001|FIBRA|200MB|tv-total
14002|FIBRA|50MB|tv-futbol
14003|ADSL|20MB|tv-futbol
14004|FIBRA|200MB|tv-futbol
14005|FIBRA|600MB|tv-futbol
14006|ADSL|20MB|tv-futbol
14007|FIBRA|300MB|tv-familiar
14008|ADSL|15MB|tv-futbol
14009|ADSL|30MB|tv-total
14010|ADSL|20MB|tv-familiar
14011|FIBRA|200MB|tv-futbol
14012|FIBRA|200MB|tv-total
14013|ADSL|20MB|tv-futbol
14014|ADSL|30MB|tv-total
14015|FIBRA|100MB|tv-futbol
14016|FIBRA|100MB|tv-familiar
14017|ADSL|15MB|tv-familiar
14018|ADSL|20MB|tv-familiar
14019|FIBRA|300MB|tv-familiar
14020|FIBRA|600MB|tv-total
14021|FIBRA|100MB|tv-familiar
14022|ADSL|30MB|tv-total
14024|FIBRA|300MB|tv-familiar
14025|ADSL|10MB|tv-familiar
14026|ADSL|10MB|tv-futbol
14027|ADSL|35MB|tv-familiar
14028|ADSL|35MB|tv-familiar
14029|ADSL|50MB|tv-futbol
14030|ADSL|25MB|tv-futbol
14031|FIBRA|100MB|tv-familiar
14032|FIBRA|200MB|tv-total
14033|ADSL|30MB|tv-familiar
14034|FIBRA|200MB|tv-familiar
14035|FIBRA|200MB|tv-familiar
14036|ADSL|15MB|tv-total
14037|ADSL|35MB|tv-futbol
14038|FIBRA|100MB|tv-familiar
14039|FIBRA|50MB|tv-familiar
14040|ADSL|35MB|tv-familiar
14041|FIBRA|600MB|tv-familiar
14042|ADSL|25MB|tv-futbol
14043|ADSL|20MB|tv-total
14044|FIBRA|100MB|tv-futbol
14045|ADSL|25MB|tv-futbol
14046|FIBRA|50MB|tv-familiar
14047|ADSL|20MB|tv-futbol
14048|ADSL|30MB|tv-total
14049|FIBRA|200MB|tv-familiar
14050|FIBRA|100MB|tv-futbol
14051|ADSL|35MB|tv-futbol
14052|ADSL|30MB|tv-familiar
14053|ADSL|35MB|tv-familiar
14054|ADSL|30MB|tv-total
14055|ADSL|35MB|tv-familiar
14056|FIBRA|200MB|tv-futbol
14057|FIBRA|50MB|tv-futbol
14058|ADSL|35MB|tv-familiar
14059|FIBRA|600MB|tv-futbol
14060|ADSL|20MB|tv-familiar
14062|FIBRA|50MB|tv-familiar
14063|ADSL|25MB|tv-futbol
14064|ADSL|50MB|tv-familiar
14065|ADSL|10MB|tv-futbol
14066|FIBRA|50MB|tv-familiar
14067|FIBRA|300MB|tv-total
14068|FIBRA|200MB|tv-familiar
14069|ADSL|35MB|tv-total
14071|ADSL|15MB|tv-familiar
14072|FIBRA|50MB|tv-futbol
14073|FIBRA|100MB|tv-futbol
14074|FIBRA|100MB|tv-futbol
14075|ADSL|15MB|tv-futbol
14076|ADSL|25MB|tv-familiar
14077|ADSL|35MB|tv-futbol
14078|ADSL|35MB|tv-futbol
14079|ADSL|15MB|tv-futbol
14080|FIBRA|300MB|tv-familiar
14081|FIBRA|50MB|tv-total
14082|FIBRA|50MB|tv-futbol
14083|ADSL|35MB|tv-futbol
14084|FIBRA|50MB|tv-total
14085|ADSL|15MB|tv-familiar
14086|ADSL|35MB|tv-familiar
14087|FIBRA|600MB|tv-familiar
14088|FIBRA|200MB|tv-futbol
14089|FIBRA|200MB|tv-futbol
14090|ADSL|15MB|tv-familiar
14091|FIBRA|100MB|tv-total
14092|ADSL|10MB|tv-total
14093|FIBRA|100MB|tv-futbol
14094|ADSL|35MB|tv-familiar
14095|ADSL|30MB|tv-futbol
14096|ADSL|10MB|tv-familiar
14097|FIBRA|50MB|tv-futbol
14098|FIBRA|100MB|tv-familiar
14099|ADSL|30MB|tv-futbol
14101|FIBRA|200MB|tv-familiar
14103|ADSL|35MB|tv-total
14104|ADSL|25MB|tv-familiar
14105|ADSL|25MB|tv-futbol
14106|ADSL|25MB|tv-futbol
14107|ADSL|15MB|tv-futbol
14108|ADSL|30MB|tv-futbol
14109|FIBRA|200MB|tv-futbol
14110|FIBRA|600MB|tv-familiar
14111|ADSL|35MB|tv-futbol
14112|FIBRA|600MB|tv-futbol
14113|ADSL|25MB|tv-futbol
14114|FIBRA|200MB|tv-familiar
14115|ADSL|15MB|tv-familiar
14116|FIBRA|100MB|tv-familiar
14117|ADSL|20MB|tv-futbol
14118|FIBRA|50MB|tv-total
14119|ADSL|20MB|tv-futbol
14120|FIBRA|300MB|tv-futbol
14121|FIBRA|100MB|tv-familiar
14122|FIBRA|100MB|tv-familiar
14123|FIBRA|200MB|tv-futbol
14124|FIBRA|50MB|tv-familiar
14125|ADSL|35MB|tv-futbol
14126|ADSL|10MB|tv-total
14127|ADSL|10MB|tv-futbol
14128|ADSL|30MB|tv-total
14129|ADSL|20MB|tv-futbol
14130|FIBRA|600MB|tv-futbol
14131|ADSL|25MB|tv-futbol
14132|ADSL|35MB|tv-total
14133|FIBRA|200MB|tv-futbol
14134|ADSL|20MB|tv-familiar
14135|FIBRA|200MB|tv-futbol
14136|ADSL|30MB|tv-futbol
14137|FIBRA|100MB|tv-familiar
14138|FIBRA|50MB|tv-familiar
14139|ADSL|50MB|tv-futbol
14140|ADSL|30MB|tv-familiar
14141|FIBRA|600MB|tv-futbol
14142|ADSL|10MB|tv-total
14143|ADSL|20MB|tv-total
14144|ADSL|35MB|tv-familiar
14145|FIBRA|600MB|tv-futbol
14146|ADSL|25MB|tv-familiar
14147|ADSL|25MB|tv-futbol
14148|ADSL|20MB|tv-familiar
14149|FIBRA|300MB|tv-futbol
14150|ADSL|300MB|tv-futbol
14151|ADSL|35MB|tv-futbol
14152|FIBRA|200MB|tv-familiar
14153|FIBRA|600MB|tv-familiar
14154|ADSL|15MB|tv-futbol
14155|FIBRA|100MB|tv-total
14156|ADSL|10MB|tv-familiar
14157|ADSL|35MB|tv-familiar
14158|ADSL|10MB|tv-futbol
14159|FIBRA|600MB|tv-familiar
14160|ADSL|20MB|tv-familiar
14161|FIBRA|50MB|tv-familiar
14162|ADSL|15MB|tv-familiar
14163|ADSL|35MB|tv-futbol
14164|FIBRA|100MB|tv-futbol
14165|ADSL|30MB|tv-familiar
14166|FIBRA|300MB|tv-futbol
14167|FIBRA|200MB|tv-familiar
14168|FIBRA|100MB|tv-futbol
14169|ADSL|100MB|tv-familiar
14170|ADSL|15MB|tv-total
14171|FIBRA|100MB|tv-familiar
14172|FIBRA|600MB|tv-futbol
14173|FIBRA|300MB|tv-total
14174|ADSL|10MB|tv-familiar
14175|FIBRA|200MB|tv-familiar
14176|FIBRA|100MB|tv-futbol
14178|ADSL|25MB|tv-futbol
14179|ADSL|30MB|tv-futbol
14180|ADSL|25MB|tv-familiar
14181|ADSL|20MB|tv-total
14182|ADSL|25MB|tv-futbol
14183|ADSL|35MB|tv-familiar
14184|FIBRA|50MB|tv-futbol
14185|ADSL|20MB|tv-familiar
14186|ADSL|15MB|tv-futbol
14187|ADSL|35MB|tv-familiar
14188|FIBRA|50MB|tv-total
14189|ADSL|35MB|tv-futbol
14190|FIBRA|200MB|tv-familiar
14191|ADSL|30MB|tv-futbol
14192|FIBRA|300MB|tv-total
14193|FIBRA|50MB|tv-futbol
14194|FIBRA|200MB|tv-total
14195|FIBRA|600MB|tv-familiar
14196|FIBRA|50MB|tv-familiar
14197|ADSL|10MB|tv-futbol
14199|FIBRA|50MB|tv-futbol
14200|FIBRA|600MB|tv-familiar
14201|FIBRA|100MB|tv-futbol
14202|FIBRA|50MB|tv-futbol
14203|ADSL|20MB|tv-familiar
14204|ADSL|10MB|tv-familiar
14205|ADSL|30MB|tv-futbol
14206|ADSL|25MB|tv-futbol
14207|ADSL|35MB|tv-futbol
14208|ADSL|35MB|tv-familiar
14209|FIBRA|100MB|tv-futbol
14210|FIBRA|100MB|tv-familiar
14211|FIBRA|300MB|tv-futbol
14212|ADSL|15MB|tv-familiar
14213|FIBRA|100MB|tv-familiar
14214|FIBRA|100MB|tv-total
14215|ADSL|20MB|tv-total
14216|ADSL|30MB|tv-futbol
14217|FIBRA|200MB|tv-futbol
14218|FIBRA|50MB|tv-familiar
14219|FIBRA|50MB|tv-familiar
14220|ADSL|20MB|tv-familiar
14221|FIBRA|100MB|tv-futbol
14222|FIBRA|100MB|tv-total
14224|ADSL|10MB|tv-familiar
14225|ADSL|15MB|tv-familiar
14226|FIBRA|300MB|tv-futbol
14227|FIBRA|100MB|tv-futbol
14228|ADSL|25MB|tv-familiar
14229|FIBRA|100MB|tv-familiar
14230|FIBRA|300MB|tv-familiar
14231|FIBRA|600MB|tv-futbol
14232|FIBRA|600MB|tv-futbol
14233|FIBRA|100MB|tv-familiar
14234|ADSL|10MB|tv-familiar
14235|FIBRA|50MB|tv-total
14236|ADSL|35MB|tv-futbol
14237|FIBRA|100MB|tv-familiar
14238|FIBRA|50MB|tv-familiar
14239|ADSL|35MB|tv-futbol
14240|FIBRA|100MB|tv-futbol
14241|ADSL|15MB|tv-futbol
14242|ADSL|10MB|tv-futbol
14243|ADSL|10MB|tv-futbol
14244|FIBRA|300MB|tv-futbol
14245|FIBRA|200MB|tv-futbol
14246|ADSL|10MB|tv-total
14247|ADSL|300MB|tv-futbol
14248|FIBRA|50MB|tv-futbol
14249|ADSL|25MB|tv-familiar
14250|FIBRA|200MB|tv-futbol
14251|FIBRA|300MB|tv-futbol
14252|FIBRA|200MB|tv-familiar
14253|FIBRA|600MB|tv-futbol
14254|FIBRA|200MB|tv-futbol
14256|ADSL|20MB|tv-familiar
14257|ADSL|35MB|tv-familiar
14258|ADSL|25MB|tv-futbol
14259|FIBRA|50MB|tv-total
14260|ADSL|35MB|tv-familiar
14261|ADSL|30MB|tv-familiar
14262|ADSL|30MB|tv-futbol
14263|ADSL|15MB|tv-futbol
14264|ADSL|15MB|tv-futbol
14265|FIBRA|600MB|tv-futbol
14266|ADSL|15MB|tv-familiar
14267|ADSL|20MB|tv-futbol
14268|ADSL|25MB|tv-familiar
14269|FIBRA|50MB|tv-familiar
14270|ADSL|20MB|tv-total
14271|ADSL|25MB|tv-futbol
14272|ADSL|35MB|tv-futbol
14273|ADSL|10MB|tv-familiar
14274|ADSL|35MB|tv-familiar
14277|FIBRA|50MB|tv-futbol
14278|FIBRA|100MB|tv-total
14279|ADSL|20MB|tv-familiar
14280|ADSL|10MB|tv-futbol
14281|FIBRA|50MB|tv-familiar
14282|ADSL|25MB|tv-futbol
14283|ADSL|20MB|tv-futbol
14284|FIBRA|50MB|tv-futbol
14285|ADSL|10MB|tv-familiar
14286|FIBRA|600MB|tv-familiar
14287|ADSL|20MB|tv-futbol
14289|ADSL|35MB|tv-familiar
14290|FIBRA|300MB|tv-total
14291|FIBRA|300MB|tv-familiar
14292|FIBRA|50MB|tv-futbol
14293|ADSL|30MB|tv-familiar
14294|FIBRA|600MB|tv-futbol
14295|FIBRA|50MB|tv-futbol
14296|FIBRA|50MB|tv-futbol
14297|FIBRA|600MB|tv-futbol
14298|ADSL|200MB|tv-familiar
14299|ADSL|30MB|tv-futbol
14300|ADSL|30MB|tv-futbol
14301|FIBRA|600MB|tv-total
